Name,Slug,Brand,Group,Collection,Tagline,Description,Category Slug,Category Label,Subcategory Slug,Subcategory Label,Price,Rating,Reviews Count,Protocols,Functions,Compatibility,Primary Feature Title,Primary Feature Text
Sunricher SRP-2305-24-150LCV,srp-2305-24-150lcv,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,23300,5.0,18,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309-24-150LCVT,srp-2309-24-150lcvt,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,25000,5.0,44,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309-24-150LCVF,srp-2309-24-150lcvf,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,27500,4.8,37,DALI-2 · NFC,Диммирование · RGBW контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPC-2309-24-200CVF,srpc-2309-24-200cvf,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,46400,5.0,18,DALI-2 · NFC,Диммирование · RGBW контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2309N-24-240LCVF,srp-2309n-24-240lcvf,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,32600,4.8,44,DALI-2 · NFC,Диммирование · CCT контроль · RGBW контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305N-30CC250-850,srpl-2305n-30cc250-850,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,7700,4.8,27,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305N-40CC500-1050,srpl-2305n-40cc500-1050,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8100,4.9,37,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305N-50CC650-1300,srpl-2305n-50cc650-1300,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8800,4.8,15,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305N-60CC900-1700,srpl-2305n-60cc900-1700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,9800,4.8,43,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305N-80CC1000-2000,srpl-2305n-80cc1000-2000,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,11700,4.9,46,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-30CCT250-850,srpl-2309n-30cct250-850,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,9700,4.9,40,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-40CCT500-1050,srpl-2309n-40cct500-1050,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,10800,4.7,31,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-50CCT650-1300,srpl-2309n-50cct650-1300,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,11400,4.7,40,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-60CCT900-1700,srpl-2309n-60cct900-1700,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,14000,4.7,17,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-80CCT1000-2000,srpl-2309n-80cct1000-2000,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,15200,4.8,41,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305,srpl-2305,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,12600,4.8,29,DALI · NFC · Bluetooth · D4i,Диммирование · Push DIM,DALI Ecosystem,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309,srpl-2309,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,15500,4.9,6,DALI · NFC · Bluetooth · D4i,Диммирование · CCT контроль · Push DIM,DALI Ecosystem,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRP-2305-MT-48VCC100-700S,srp-2305-mt-48vcc100-700s,Sunricher,b2b,Professional · DALI,DALI драйвер для магнитных трековых систем,"Миниатюрный блок питания, встраиваемый непосредственно в магнитный трек. Идеально подходит для современного минималистичного освещения 48V.",lighting,Освещение,track-lights,Трековые системы,6500,4.9,42,DALI,Диммирование,DALI Ecosystem,Ультракомпактный размер,"Скрытая установка прямо в профиль трековой системы, не портит интерьер."
Sunricher SRP-2305-MT-48VCC100-700,srp-2305-mt-48vcc100-700,Sunricher,b2b,Professional · DALI,DALI драйвер для магнитных трековых систем,"Миниатюрный блок питания, встраиваемый непосредственно в магнитный трек. Идеально подходит для современного минималистичного освещения 48V.",lighting,Освещение,track-lights,Трековые системы,5400,4.7,25,DALI,Диммирование,DALI Ecosystem,Ультракомпактный размер,"Скрытая установка прямо в профиль трековой системы, не портит интерьер."
Sunricher SRP-2309-MT-48VCCT100-700,srp-2309-mt-48vcct100-700,Sunricher,b2b,Professional · DALI,DALI драйвер для магнитных трековых систем,"Миниатюрный блок питания, встраиваемый непосредственно в магнитный трек. Идеально подходит для современного минималистичного освещения 48V.",lighting,Освещение,track-lights,Трековые системы,6000,4.8,50,DALI,Диммирование · CCT контроль,DALI Ecosystem,Ультракомпактный размер,"Скрытая установка прямо в профиль трековой системы, не портит интерьер."
Sunricher SRP-2305-MT-48VCC100-700T,srp-2305-mt-48vcc100-700t,Sunricher,b2b,Professional · DALI,DALI драйвер для магнитных трековых систем,"Миниатюрный блок питания, встраиваемый непосредственно в магнитный трек. Идеально подходит для современного минималистичного освещения 48V.",lighting,Освещение,track-lights,Трековые системы,5400,4.8,24,DALI,Диммирование,DALI Ecosystem,Ультракомпактный размер,"Скрытая установка прямо в профиль трековой системы, не портит интерьер."
Sunricher SRP-2309-MT-48VCCT100-700T,srp-2309-mt-48vcct100-700t,Sunricher,b2b,Professional · DALI,DALI драйвер для магнитных трековых систем,"Миниатюрный блок питания, встраиваемый непосредственно в магнитный трек. Идеально подходит для современного минималистичного освещения 48V.",lighting,Освещение,track-lights,Трековые системы,6000,4.9,20,DALI,Диммирование · CCT контроль,DALI Ecosystem,Ультракомпактный размер,"Скрытая установка прямо в профиль трековой системы, не портит интерьер."
Sunricher SRPL-2305N-40CC80-400H,srpl-2305n-40cc80-400h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,6900,4.9,40,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305N-60CC120-550H,srpl-2305n-60cc120-550h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,7500,4.9,17,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305N-80CC100-550H,srpl-2305n-80cc100-550h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8000,4.8,27,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305N-80CC350-700H,srpl-2305n-80cc350-700h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8200,4.9,16,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305N-100CC250-1000H,srpl-2305n-100cc250-1000h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,9400,4.9,19,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2305N-150CC200-1050H,srpl-2305n-150cc200-1050h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,10600,4.8,29,DALI-2 · NFC,Диммирование · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-40CCT80-400H,srpl-2309n-40cct80-400h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,8300,5.0,47,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-60CCT120-550H,srpl-2309n-60cct120-550h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,9200,4.8,7,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-80CCT100-550H,srpl-2309n-80cct100-550h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,10600,4.8,18,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-80CCT350-700H,srpl-2309n-80cct350-700h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,10900,4.9,48,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-100CCT250-1000H,srpl-2309n-100cct250-1000h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,12100,5.0,43,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
Sunricher SRPL-2309N-150CCT200-1050H,srpl-2309n-150cct200-1050h,Sunricher,b2b,Professional · DALI,Умный LED драйвер с настройкой по NFC,Программируемый блок питания для светодиодного освещения. Позволяет точно задавать выходной ток с помощью смартфона через NFC без подключения к сети.,bus-systems,Шинные системы,led-drivers,Умные LED драйверы,13500,4.8,42,DALI-2 · NFC,Диммирование · CCT контроль · Push DIM,DALI Ecosystem · DALI-2 Certified,Конфигурация по NFC,Настройка рабочих параметров драйвера за секунды с помощью приложения.
